_flg_,_date_,_url_,_title_
1,2011/9/4,http://dummy/,高知銀などのファンド、ＡＩベンチャーに投資
1,2011/9/5,http://dummy/,サイバーエージェントが阪大・石黒教授と協業、アドテクとAI共同研究へ
1,2011/9/6,http://dummy/,日立がカメラ映像の人物を深層学習で特定する技術、「物を拾う」の識別も
1,2011/9/7,http://dummy/,2018年度にAIによる野球解説の実現目指す、電通が新プロジェクト始動
1,2011/9/8,http://dummy/,「goo」20周年の原動力は「おたく集団」、NTTレゾナントがAI戦略など発表
1,2011/9/9,http://dummy/,WACUL、Webサイト分析「AIアナリスト」新版 - 分析を自動化して工数削減
1,2011/9/10,http://dummy/,エッジへの機械学習実装を加速させる開発環境
1,2011/9/11,http://dummy/,IntelがAI部門を新設、トップは買収したNervanaのCEO
1,2011/9/12,http://dummy/,AIも活用し攻殻機動隊の「タチコマ」をリアルに再現、Cerevoがロボットを発売
1,2011/9/13,http://dummy/,囲碁の新星ＡＩ「絶芸」、開発１年で急伸　初出場で完勝
1,2011/9/14,http://dummy/,AI技術により音から睡眠個性を視覚化、
1,2011/9/15,http://dummy/,コープこうべ、ＡＩで買い物提案　スマホアプリで育児支援も 
1,2011/9/16,http://dummy/,カヤック、人工ニューラルネットワークの新技術の特許を出願　法人や個人のAI活用を支援する人工知能研究開発室「カヤックAI部」を設立
1,2011/9/17,http://dummy/,囲碁の世界大会　朴廷桓九段が人工知能に逆転勝ち
1,2011/9/18,http://dummy/,世界で初めてディープラニング人工知能を使って鼻歌から自律的に作曲する機能を実装した無料スマートフォンアプリ「muddica（ムディカ）」を４月下旬リリース
1,2011/9/19,http://dummy/,韓国・朴九段が全勝Ｖ　ワールド碁、ＡＩが井山破る
1,2011/9/20,http://dummy/,希望の映像がすぐ見付けられる――Watsonが変える映像活用
1,2011/9/21,http://dummy/,Samsung、独自AIアシスタント「Bixby」正式発表　まずは「Galaxy S8」に搭載
1,2011/9/22,http://dummy/,IBM InterConnect 2017開幕、クラウドやWatsonの新サービス・技術を一気に発表
1,2011/9/23,http://dummy/,井山、ＡＩともに惜敗　ワールド碁・第１日  
1,2011/9/24,http://dummy/,三井住友海上、UEIと深層学習AIを用いた保険販売の実証実験
1,2011/9/25,http://dummy/,独・ボッシュ、AI（人工知能）技術向上で自動車が自ら学習し適切なアクションをとることを可能に
1,2011/9/26,http://dummy/,ハウステンボス、管理部門でのAI活用への挑戦～接客業務でのロボット採用に続き、管理業務でもAIを駆使し労働生産性の50%向上を目指す～
1,2011/9/27,http://dummy/,文章を解析「自然言語処理」　徳島でＡＩ向け研究
1,2011/9/28,http://dummy/,搬送ロボ、ＡＩで賢く　大和ハウスが物流新施設  
1,2011/9/29,http://dummy/,Conyac運営のエニドア、A.I.向け多言語機械学習データ作成サービス「ConyacDATA」のAPIを提供開始 ?依頼データの登録から結果取得までを自動化し業務の効率化を可能に?
1,2011/9/30,http://dummy/,リクルートテクノロジーズのAIプロジェクト「A3RT（アート）」が始動、機械学習、ディープラーニングの6APIを公開
1,2011/10/1,http://dummy/,NVIDIAとボッシュ、自動運転システムを共同開発へ
1,2011/10/2,http://dummy/,SentinelOne　機械学習で未知の脅威も検知国内市場に参入、日本法人設立へ米国本社のCEOが意気込み語る
1,2011/10/3,http://dummy/,テックファーム、ランドマーク税理士法人とAIを活用した相続対策サービス
1,2011/10/4,http://dummy/,函館に道内初ＡＩ拠点
1,2011/10/5,http://dummy/,ファッション通販、ＡＩ活用　ＴＳＩとＮＴＴ系  
1,2011/10/6,http://dummy/,Googleの人工知能部門DeepMindがイギリスの電力コストをインフラ整備なしで10％もカットする
1,2011/10/7,http://dummy/,居希望者の条件を解析して、理想のお部屋情報を提供するAI(人工知能)　「ウチコミ！くん R:AI:MU(ライム)」を実装
1,2011/10/8,http://dummy/,若手行員をＡＩがお助け　千葉銀など、実験の対象拡大  
1,2011/10/9,http://dummy/,チームラボとIDCフロンティア、人工知能分野の研究支援プログラムを開始
1,2011/10/10,http://dummy/,PFIから自然言語処理と機械学習の部門がスピンアウト、新会社「レトリバ」が2.5億円を調達
1,2011/10/11,http://dummy/,機械学習で地震予知 ケンブリッジ大が実験に成功
1,2011/10/12,http://dummy/,ソニーと東大、次世代の技術人材育成　ＡＩやＶＲ 
1,2011/10/13,http://dummy/,面接官はＡＩ　Ｔ＆Ａ、「ペッパー」活用  
1,2011/10/14,http://dummy/,最新FPGA搭載、4K映像や機械学習を高速処理
1,2011/10/15,http://dummy/,25年大阪万博、ＡＩなど最先端技術結集　誘致へ報告書
1,2011/10/16,http://dummy/,ＡＩの暴走防ぐ国際ガイドライン策定へたたき台提示
1,2011/10/17,http://dummy/,NECと仙台白百合女子大　AIによる脳血管疾患の発症・重症化リスク予測研究　保健指導で活用
1,2011/10/18,http://dummy/,米ＧＥ、ＡＩで風力発電効率化　日本で運営支援
1,2011/10/19,http://dummy/,東芝・NEC・富士通が理研にAI研究拠点、深層学習の先を目指す
1,2011/10/20,http://dummy/,ＡＩで毒ガス検知　ＮＴＴデータや警察庁、20年までに製品化
1,2011/10/21,http://dummy/,人工知能がコンクリートの表層品質を判定 
1,2011/10/22,http://dummy/,Google、動画内検索を可能にするディープラーニング採用APIのβ提供開始
1,2011/10/23,http://dummy/,Google、データサイエンティストコミュニティKaggle買収で「AIの民主化」を加速
1,2011/10/24,http://dummy/,NTTドコモと未来シェアが「AI運行バス」、中小都市でライドシェア展開へ
1,2011/10/25,http://dummy/,Watson使う次世代の車載システムを紹介、日本IBMとアルパイン
1,2011/10/26,http://dummy/,ＡＩで脳血管疾患のリスク予測　ＮＥＣ
1,2011/10/27,http://dummy/,ＦＸ異常取引をＡＩで監視　金融取、富士通と共同研究 
1,2011/10/28,http://dummy/,感染症流行地へ医療品、ＡＩで配送円滑に　ＮＥＣ開発へ  
1,2011/10/29,http://dummy/,富士通、仏で60億円投資　ＶＢ出資やＡＩ研究
1,2011/10/30,http://dummy/,NEC、スーパーマーケットでAIを活用するソリューションを発表
1,2011/10/31,http://dummy/,IBMとSalesforce.comがAI活用で提携、WatsonとEinsteinを統合
1,2011/11/1,http://dummy/,ＡＩで認知症予防、インフォデリバが５月めどにサービス開始
1,2011/11/2,http://dummy/,フィリップス、深層学習向け世界最大級病理学データベース構築  
1,2011/11/3,http://dummy/,ロボやＡＩ活用促す 神戸商議所、17年度事業計画案 
1,2011/11/4,http://dummy/,人工知能カメラアプリ「Microsoft Pix」がフラッシュに対応！動作も高速化
1,2011/11/5,http://dummy/,パーソナルAIコーチが最適な食事などを提案してくれるアプリ「FiNC」が一般公開
1,2011/11/6,http://dummy/,IDCフロンティア、「NVIDIA Tesla P100」採用のディープラーニング環境をクラウドで提供
1,2011/11/7,http://dummy/,AIによる地盤解析を実用化　地盤ネットHD
1,2011/11/8,http://dummy/,サイバーエージェント子会社のAIメッセンジャー、沖縄チャットセンターの対応を開始
1,2011/11/9,http://dummy/,人工知能が著作権フリーのオリジナル音楽を自動生成する「Amper Music」
1,2011/11/10,http://dummy/,理研のＡＩ開発用スパコン、富士通が受注  
1,2011/11/11,http://dummy/,富士通、「思考するＡＩ」開発へ　理研と共同研究
1,2011/11/12,http://dummy/,人工知能スタートアップ「Ozlo」、ボットに依頼内容の不明点に質問で返す能力をもたらす
1,2011/11/13,http://dummy/,世界初 不正監視にＡＩ導入へ 日本取引所グループ
1,2011/11/14,http://dummy/,人工知能がポーカーでもトッププロに勝利
1,2011/11/15,http://dummy/,横浜市、ごみ分別方法を人工知能が案内　ドコモと実証実験 
1,2011/11/16,http://dummy/,香港の人工知能・機械学習スタートアップ特化アクセラレータZeroth.ai、スタートアップ・スタジオのMind Fundと資本業務提携
1,2011/11/17,http://dummy/,物流 30年完全無人化 ＡＩ活用 政府が工程表
1,2011/11/18,http://dummy/,ネイバー、人工知能「クローバ」を公開
1,2011/11/19,http://dummy/,人工知能を利用して学生と企業をマッチング！「GROWマッチング」登録学生25
1,2011/11/20,http://dummy/,人工知能技術による対話型自動Q&A サービスの提供開始について
1,2011/11/21,http://dummy/,LINE、人工知能プラットフォームに参戦！スマートスピーカーを初夏に発売
1,2011/11/22,http://dummy/,Samsung、人工知能向けに10億ドルのファンド組成を計画中
1,2011/11/23,http://dummy/,羽田空港でAI搭載ロボット「MINARAI」が実証実験 - AI＋人だからできるおもてなし
1,2011/11/24,http://dummy/,手書きの内容も人工知能でデータ化する「Tegaki」の開発元が13億円を調達
1,2011/11/25,http://dummy/,クラウド・人工知能を搭載した電力小売供給基幹システム「Odin」、運営元が11.8億円の資金調達
1,2011/11/26,http://dummy/,イオン、従業員の質問にＡＩが回答　接客能力高める
1,2011/11/27,http://dummy/,高速道の除雪、ＡＩで効率化　東日本高速 
1,2011/11/28,http://dummy/,ミツバグループ、グローバル53社の人事評価でAI活用
1,2011/11/29,http://dummy/,分析モデルの開発、展開を機械学習で自動化　IBMが提供へ
1,2011/11/30,http://dummy/,機械学習を中堅中小にも、PBCがERP「Dynamics NAV」新版
