_flg_,_date_,_url_,_title_
1,2011/9/4,http://dummy/,高知銀などのファンド、ＡＩベンチャーに投資
1,2011/9/5,http://dummy/,サイバーエージェントが阪大・石黒教授と協業、アドテクとAI共同研究へ
1,2011/9/6,http://dummy/,日立がカメラ映像の人物を深層学習で特定する技術、「物を拾う」の識別も
1,2011/9/7,http://dummy/,2018年度にAIによる野球解説の実現目指す、電通が新プロジェクト始動
1,2011/9/8,http://dummy/,「goo」20周年の原動力は「おたく集団」、NTTレゾナントがAI戦略など発表
1,2011/9/9,http://dummy/,WACUL、Webサイト分析「AIアナリスト」新版 - 分析を自動化して工数削減
1,2011/9/10,http://dummy/,エッジへの機械学習実装を加速させる開発環境
1,2011/9/11,http://dummy/,IntelがAI部門を新設、トップは買収したNervanaのCEO
1,2011/9/12,http://dummy/,AIも活用し攻殻機動隊の「タチコマ」をリアルに再現、Cerevoがロボットを発売
1,2011/9/13,http://dummy/,囲碁の新星ＡＩ「絶芸」、開発１年で急伸　初出場で完勝
1,2011/9/14,http://dummy/,AI技術により音から睡眠個性を視覚化、
1,2011/9/15,http://dummy/,コープこうべ、ＡＩで買い物提案　スマホアプリで育児支援も 
1,2011/9/16,http://dummy/,カヤック、人工ニューラルネットワークの新技術の特許を出願　法人や個人のAI活用を支援する人工知能研究開発室「カヤックAI部」を設立
1,2011/9/17,http://dummy/,囲碁の世界大会　朴廷桓九段が人工知能に逆転勝ち
1,2011/9/18,http://dummy/,世界で初めてディープラニング人工知能を使って鼻歌から自律的に作曲する機能を実装した無料スマートフォンアプリ「muddica（ムディカ）」を４月下旬リリース
1,2011/9/19,http://dummy/,韓国・朴九段が全勝Ｖ　ワールド碁、ＡＩが井山破る
1,2011/9/20,http://dummy/,希望の映像がすぐ見付けられる――Watsonが変える映像活用
1,2011/9/21,http://dummy/,Samsung、独自AIアシスタント「Bixby」正式発表　まずは「Galaxy S8」に搭載
1,2011/9/22,http://dummy/,IBM InterConnect 2017開幕、クラウドやWatsonの新サービス・技術を一気に発表
1,2011/9/23,http://dummy/,井山、ＡＩともに惜敗　ワールド碁・第１日  
1,2011/9/24,http://dummy/,三井住友海上、UEIと深層学習AIを用いた保険販売の実証実験
1,2011/9/25,http://dummy/,独・ボッシュ、AI（人工知能）技術向上で自動車が自ら学習し適切なアクションをとることを可能に
1,2011/9/26,http://dummy/,ハウステンボス、管理部門でのAI活用への挑戦～接客業務でのロボット採用に続き、管理業務でもAIを駆使し労働生産性の50%向上を目指す～
1,2011/9/27,http://dummy/,文章を解析「自然言語処理」　徳島でＡＩ向け研究
1,2011/9/28,http://dummy/,搬送ロボ、ＡＩで賢く　大和ハウスが物流新施設  
1,2011/9/29,http://dummy/,Conyac運営のエニドア、A.I.向け多言語機械学習データ作成サービス「ConyacDATA」のAPIを提供開始 ?依頼データの登録から結果取得までを自動化し業務の効率化を可能に?
1,2011/9/30,http://dummy/,リクルートテクノロジーズのAIプロジェクト「A3RT（アート）」が始動、機械学習、ディープラーニングの6APIを公開
1,2011/10/1,http://dummy/,NVIDIAとボッシュ、自動運転システムを共同開発へ
1,2011/10/2,http://dummy/,SentinelOne　機械学習で未知の脅威も検知国内市場に参入、日本法人設立へ米国本社のCEOが意気込み語る
1,2011/10/3,http://dummy/,テックファーム、ランドマーク税理士法人とAIを活用した相続対策サービス
1,2011/10/4,http://dummy/,函館に道内初ＡＩ拠点
1,2011/10/5,http://dummy/,ファッション通販、ＡＩ活用　ＴＳＩとＮＴＴ系  
1,2011/10/6,http://dummy/,Googleの人工知能部門DeepMindがイギリスの電力コストをインフラ整備なしで10％もカットする
1,2011/10/7,http://dummy/,居希望者の条件を解析して、理想のお部屋情報を提供するAI(人工知能)　「ウチコミ！くん R:AI:MU(ライム)」を実装
1,2011/10/8,http://dummy/,若手行員をＡＩがお助け　千葉銀など、実験の対象拡大  
1,2011/10/9,http://dummy/,チームラボとIDCフロンティア、人工知能分野の研究支援プログラムを開始
1,2011/10/10,http://dummy/,PFIから自然言語処理と機械学習の部門がスピンアウト、新会社「レトリバ」が2.5億円を調達
1,2011/10/11,http://dummy/,機械学習で地震予知 ケンブリッジ大が実験に成功
1,2011/10/12,http://dummy/,ソニーと東大、次世代の技術人材育成　ＡＩやＶＲ 
1,2011/10/13,http://dummy/,面接官はＡＩ　Ｔ＆Ａ、「ペッパー」活用  
1,2011/10/14,http://dummy/,最新FPGA搭載、4K映像や機械学習を高速処理
1,2011/10/15,http://dummy/,25年大阪万博、ＡＩなど最先端技術結集　誘致へ報告書
1,2011/10/16,http://dummy/,ＡＩの暴走防ぐ国際ガイドライン策定へたたき台提示
1,2011/10/17,http://dummy/,NECと仙台白百合女子大　AIによる脳血管疾患の発症・重症化リスク予測研究　保健指導で活用
1,2011/10/18,http://dummy/,米ＧＥ、ＡＩで風力発電効率化　日本で運営支援
1,2011/10/19,http://dummy/,東芝・NEC・富士通が理研にAI研究拠点、深層学習の先を目指す
1,2011/10/20,http://dummy/,ＡＩで毒ガス検知　ＮＴＴデータや警察庁、20年までに製品化
1,2011/10/21,http://dummy/,人工知能がコンクリートの表層品質を判定 
1,2011/10/22,http://dummy/,Google、動画内検索を可能にするディープラーニング採用APIのβ提供開始
1,2011/10/23,http://dummy/,Google、データサイエンティストコミュニティKaggle買収で「AIの民主化」を加速
0,2011/11/1,aaa,Microsoft Focus：AIを“暴走させない”ための4つの要素 (1/2)
0,2011/11/1,aaa,ARMの次世代チップは人工知能にフォーカスした設計になる
0,2011/11/1,aaa,人工知能は「常識」を持てるのか--FacebookのAI研究者が語る
0,2011/11/1,aaa,【読書感想】人工知能の核心
0,2011/11/1,aaa,第11回　人工知能とビジネスにおける問題
0,2011/11/1,aaa,人工知能が作った創作物の権利、現行法上はどうなっているのか
0,2011/11/1,aaa,マーケティングテクノロジーの裏で存在感を発揮するAI(前編)
0,2011/11/1,aaa,ソフトウェアテストの試練（前編）―IoTとAI、ビッグデータの試練を乗り越える開発 (1/4)
0,2011/11/1,aaa,2017年のUCは「AI」と「メッセージング」に注目せよ
0,2011/11/1,aaa,「AlphaGo」は“真の人工知能”からは程遠い、それでも考えたい機械学習のビジネス価値
0,2011/11/1,aaa,真のIoT実現に不可欠な技術 ―― ルネサスが提唱する「e-AI」に迫る
0,2011/11/1,aaa,ＡＩやビッグデータ担う人材　育成へカリキュラム 東大など６大学、18年度完成めざす 
0,2011/11/1,aaa,東大など６大学、ＡＩ活用人材の教育カリキュラム
0,2011/11/1,aaa,人工知能と機械学習はセキュリティも変えるのか？
0,2011/11/1,aaa,Microsoft Focus：AIを“暴走させない”ための4つの要素
0,2011/11/1,aaa,人工知能がもたらす「新しいエンジニア」の時代には、物理学者がテック業界を支配する
0,2011/11/1,aaa,DataRobot使ってAI予測モデル4000個完成。リクルート社内で進む人工知能ツールの民主化
0,2011/11/1,aaa,機械学習スペシャリストが最も高収入--Stack Overflowの英開発者調査
0,2011/11/1,aaa,【材料】AI×アナリストの選定銘柄 第5弾、軟調地合いのなか最高値を更新する銘柄も
0,2011/11/1,aaa,AIが「記事」を書く時代--クエリーアイと西日本新聞が語る“文学”の可能性
0,2011/11/1,aaa,Google、Duoに音声通話モードを導入、Alloには機械学習によるスマートな絵文字・ステッカーの選択機能を導入
0,2011/11/1,aaa,Adobe Summitで見た人工知能によるマーケティングの変化、そして「型」を作るいうこと
0,2011/11/1,aaa,機械学習でPythonが主流になっている必然的な理由とは
0,2011/11/1,aaa,第6回 Python機械学習プログラミング読書勉強会
0,2011/11/1,aaa,AIは人間を超える日は来るのか?人工知能の最新技術
0,2011/11/1,aaa,AIと倫理、燃え上がる議論
0,2011/11/1,aaa,「独走アマゾンにこう勝つ」グーグルの音声ＡＩ戦略
0,2011/11/1,aaa,「アマゾンvsグーグル」音声操作ＡＩで火花  
0,2011/11/1,aaa,ユーザーローカルの伊藤社長「ＡＩでサービス高度化加速」 
0,2011/11/1,aaa,「働き方改革は日本の一丁目一番地」――半歩先の未来を体感できる「HPE Intelligent Spaces」とは!?
0,2011/11/1,aaa,Instagram、消える写真／動画を「ダイレクト」のスレッドに統合
0,2011/11/1,aaa,Adobe、Flash PlayerやAcrobat、Readerなどのアップデートを公開 Flashは優先度「1」
0,2011/11/1,aaa,ミドルウェアの風雲児が目を付けたピュア・ストレージ、データ基盤の再定義へ
0,2011/11/1,aaa,日立、顧客協創を推進するグローバル研究チームを発足、IoTソリューション開発支援を強化
0,2011/11/1,aaa,Microsoft、4月の月例更新を公開　Windows Vistaの更新は今回が最後
0,2011/11/1,aaa,ホワイトペーパー：ついに固定電話と融合、「Skype for Business Online」が実現するUC環境
0,2011/11/1,aaa,AMD、無線VR／ARチップのNitero買収
0,2011/11/1,aaa,Twitter、Periscopeの「ハート」をカスタマイズできる新機能
0,2011/11/1,aaa,半径300メートルのIT：マイコン世代が“IT弱者”に？　“声で操作”の破壊力
0,2011/11/1,aaa,即席！3分で分かるITトレンド：コレ1枚で分かる「操作の無意識化と利用者の拡大」
